Batter_Name,Age,G,PA,AB,R,H,1B,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,FBP,IBB,SO,GDP,SAC,SF,Year,Salary,WAR,Year_Born,Hand,CP,TP,AVG,OBP,SLG,OPS,P_Year,YAB,YOPS
김종헌,32,88,108,97,21,28,23,4,0,1,35,13,6,4,8,0,8,0,23,1,1,2,1998,4000,0.5,1966-07-27,우타우투,좌익수,좌익수,0.289,0.336,0.361,0.697,1999,140,0.773
김종헌,33,101,157,140,36,43,34,5,3,1,57,19,9,1,13,0,13,0,21,2,4,0,1999,4500,0.755,1966-07-27,우타우투,좌익수,좌익수,0.307,0.366,0.407,0.773,2000,128,0.588
손인호,23,79,259,223,30,62,45,10,3,4,90,23,2,1,25,3,28,0,60,0,5,2,1998,2400,1.359,1975-04-03,좌타좌투,좌익수,좌익수,0.278,0.356,0.404,0.76,1999,108,0.711
손인호,24,58,119,108,12,29,17,12,0,0,41,13,0,0,8,2,10,0,20,1,1,0,1999,2600,0.176,1975-04-03,좌타좌투,좌익수,좌익수,0.269,0.331,0.38,0.711,2000,248,0.704
손인호,28,103,371,334,29,93,66,21,2,4,130,42,3,4,31,2,33,0,52,3,0,4,2003,3400,1.126,1975-04-03,좌타좌투,좌익수,좌익수,0.278,0.34,0.389,0.729,2004,408,0.764
손인호,29,122,480,408,54,116,88,21,2,5,156,42,3,2,62,5,67,2,75,5,1,4,2004,6300,2.528,1975-04-03,좌타좌투,좌익수,좌익수,0.284,0.382,0.382,0.764,2005,345,0.634
손인호,30,114,387,345,25,83,62,16,3,2,111,27,3,2,29,7,36,1,64,8,5,1,2005,8000,0.131,1975-04-03,좌타좌투,좌익수,좌익수,0.241,0.312,0.322,0.634,2006,167,0.577
손인호,31,80,195,167,18,36,31,2,0,3,47,15,2,2,19,1,20,1,27,0,6,2,2006,8500,-0.198,1975-04-03,좌타좌투,좌익수,좌익수,0.216,0.296,0.281,0.577,2007,88,0.587
손인호,32,39,102,88,11,19,14,3,1,1,27,11,1,1,9,0,9,1,9,3,2,3,2007,8500,-0.186,1975-04-03,좌타좌투,좌익수,좌익수,0.216,0.28,0.307,0.587,2008,135,0.639
손인호,33,77,152,135,13,36,29,7,0,0,43,17,1,0,10,2,12,0,23,0,2,3,2008,7500,0.142,1975-04-03,좌타좌투,좌익수,좌익수,0.267,0.32,0.319,0.639,2009,84,0.579
손인호,34,61,93,84,3,19,15,3,1,0,24,8,1,3,8,0,8,0,15,1,1,0,2009,7000,-0.372,1975-04-03,좌타좌투,좌익수,좌익수,0.226,0.293,0.286,0.579,2010,62,0.846
손인호,35,42,71,62,6,20,14,4,0,2,30,12,1,0,5,0,5,0,14,1,2,2,2010,6500,0.289,1975-04-03,좌타좌투,좌익수,좌익수,0.323,0.362,0.484,0.846,2011,47,0.706
손인호,36,23,51,47,6,12,8,2,0,2,20,9,0,0,2,0,2,0,7,1,1,1,2011,4200,0.04,1975-04-03,좌타좌투,좌익수,좌익수,0.255,0.28,0.426,0.706,2012,8,0
신종길,20,40,75,67,11,19,12,6,1,0,27,6,5,2,7,0,7,0,22,0,1,0,2003,1900,0.457,1983-12-31,좌타우투,우익수,우익수,0.284,0.351,0.403,0.754,2004,107,0.639
신종길,26,16,21,17,6,4,3,1,0,0,5,1,2,1,4,0,4,0,5,0,0,0,2009,2400,0.083,1983-12-31,좌타우투,우익수,우익수,0.235,0.381,0.294,0.675,2010,131,0.795
신종길,27,58,144,131,22,42,32,6,3,1,57,18,16,2,4,4,8,0,25,1,5,0,2010,2700,0.973,1983-12-31,좌타우투,우익수,우익수,0.321,0.36,0.435,0.795,2011,281,0.623
신종길,28,116,315,281,40,62,44,12,1,5,91,35,23,6,27,5,32,0,59,5,1,1,2011,4000,0.484,1983-12-31,좌타우투,우익수,우익수,0.221,0.299,0.324,0.623,2012,83,0.467
신종길,29,44,92,83,10,13,8,2,2,1,22,2,5,5,5,0,5,0,26,0,3,1,2012,6000,-0.587,1983-12-31,좌타우투,우익수,우익수,0.157,0.202,0.265,0.467,2013,377,0.792
신종길,30,104,427,377,55,117,86,22,5,4,161,50,29,6,30,5,35,0,86,3,11,4,2013,4500,2.779,1983-12-31,좌타우투,우익수,우익수,0.31,0.365,0.427,0.792,2014,360,0.812
신종길,31,103,399,360,60,105,66,24,6,9,168,51,20,7,29,2,31,0,92,2,5,3,2014,10000,1.087,1983-12-31,좌타우투,우익수,우익수,0.292,0.345,0.467,0.812,2015,313,0.705
신종길,32,99,348,313,56,82,60,13,4,5,118,28,19,5,25,6,31,0,80,3,4,0,2015,12000,0.888,1983-12-31,좌타우투,우익수,우익수,0.262,0.328,0.377,0.705,2016,213,0.775
신종길,33,75,240,213,34,66,54,8,3,1,83,12,7,4,20,6,26,0,49,1,1,0,2016,12000,0.582,1983-12-31,좌타우투,우익수,우익수,0.31,0.385,0.39,0.775,2017,83,0.639
오현근,23,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2008,2400,-0.09,1985-09-12,좌타좌투,중견수,중견수,0,0,0,0,2009,3,0
오현근,24,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,2000,-0.073,1985-09-12,좌타좌투,중견수,중견수,0,0,0,0,2010,2,0
오현근,30,20,36,28,3,6,4,2,0,0,8,3,1,1,6,0,6,0,6,0,2,0,2015,3000,-0.068,1985-09-12,좌타좌투,중견수,중견수,0.214,0.353,0.286,0.639,2016,15,0.494
임재철,23,23,70,59,6,19,12,4,2,1,30,9,4,1,5,3,8,0,12,1,3,0,1999,2400,0.655,1976-04-08,우타우투,좌익수,우익수,0.322,0.403,0.508,0.911,2000,59,0.453
임재철,24,40,68,59,11,8,6,1,0,1,12,3,1,0,8,1,9,0,19,3,0,0,2000,2700,-0.261,1976-04-08,우타우투,좌익수,우익수,0.136,0.25,0.203,0.453,2001,216,0.757
임재철,25,114,270,216,37,58,40,14,1,3,83,26,10,2,27,12,39,0,41,4,10,5,2001,2300,1.458,1976-04-08,우타우투,좌익수,우익수,0.269,0.373,0.384,0.757,2002,72,0.567
임재철,26,104,82,72,13,14,9,4,0,1,21,4,3,0,3,5,8,0,19,1,2,0,2002,2300,0.029,1976-04-08,우타우투,좌익수,우익수,0.194,0.275,0.292,0.567,2003,270,0.719
임재철,27,119,314,270,38,65,42,14,2,7,104,26,6,6,29,9,38,1,64,3,6,0,2003,2300,1.255,1976-04-08,우타우투,좌익수,우익수,0.241,0.334,0.385,0.719,2004,103,0.419
임재철,28,51,115,103,13,18,16,2,0,0,20,5,0,1,6,1,7,0,24,2,4,1,2004,2300,-0.736,1976-04-08,우타우투,좌익수,우익수,0.175,0.225,0.194,0.419,2005,336,0.77
임재철,29,109,401,336,41,104,85,13,3,3,132,30,10,3,35,4,39,0,51,5,22,4,2005,5000,1.872,1976-04-08,우타우투,좌익수,우익수,0.31,0.377,0.393,0.77,2006,279,0.639
임재철,33,121,426,359,61,101,81,13,1,6,134,50,11,5,52,12,64,0,63,14,2,1,2009,7600,1.804,1976-04-08,우타우투,좌익수,우익수,0.281,0.389,0.373,0.762,2010,130,0.884
임재철,34,96,173,130,27,38,28,5,2,3,56,18,7,3,31,8,39,2,28,2,3,1,2010,11000,1.615,1976-04-08,우타우투,좌익수,우익수,0.292,0.453,0.431,0.884,2011,84,0.919
임재철,35,36,105,84,20,27,17,8,0,2,41,10,0,2,16,1,17,0,16,4,3,1,2011,9200,0.944,1976-04-08,우타우투,좌익수,우익수,0.321,0.431,0.488,0.919,2012,136,0.629
임재철,36,66,148,136,16,33,25,4,2,2,47,14,4,2,8,0,8,0,25,7,3,1,2012,15000,0.131,1976-04-08,우타우투,좌익수,우익수,0.243,0.283,0.346,0.629,2013,112,0.741
임재철,37,70,143,112,19,29,23,5,1,0,36,10,2,0,27,4,31,0,18,4,0,0,2013,15000,0.91,1976-04-08,우타우투,좌익수,우익수,0.259,0.42,0.321,0.741,2014,66,0.564
임재철,38,53,76,66,13,16,15,1,0,0,17,3,0,0,5,1,6,0,16,1,4,0,2014,15000,-0.258,1976-04-08,우타우투,좌익수,우익수,0.242,0.306,0.258,0.564,2015,52,0.517
장효조,27,92,386,317,61,117,77,19,3,18,196,62,22,2,58,6,64,6,39,1,0,5,1990,2400,2.127,1956-07-06,좌타좌투,지명타자,좌익수,0.369,0.469,0.618,1.087,1991,309,0.92
장효조,28,89,365,309,56,100,67,19,7,7,154,44,8,8,49,5,54,8,25,2,0,2,1991,2400,5.062,1956-07-06,좌타좌투,지명타자,좌익수,0.324,0.422,0.498,0.92,1992,346,1.003
정수근,18,117,178,154,34,33,29,3,1,0,38,10,25,9,15,6,21,0,24,2,3,0,1995,2400,0.502,1977-01-20,좌타좌투,좌익수,중견수,0.214,0.309,0.247,0.556,1996,490,0.643
정수근,19,126,551,490,69,124,97,20,6,1,159,26,43,25,42,6,48,1,54,9,11,2,1996,2400,2.22,1977-01-20,좌타좌투,좌익수,중견수,0.253,0.319,0.324,0.643,1997,377,0.662
정수근,20,103,443,377,59,99,86,9,2,2,118,34,50,15,46,7,53,1,49,5,7,6,1997,4600,2.452,1977-01-20,좌타좌투,좌익수,중견수,0.263,0.349,0.313,0.662,1998,480,0.741
정수근,21,125,549,480,88,138,107,19,11,1,182,36,44,13,51,6,57,3,44,7,9,2,1998,4600,4.198,1977-01-20,좌타좌투,좌익수,중견수,0.288,0.362,0.379,0.741,1999,505,0.832
정수근,22,129,589,505,100,164,126,28,8,2,214,55,57,13,70,4,74,1,56,12,5,5,1999,7600,5.553,1977-01-20,좌타좌투,좌익수,중견수,0.325,0.408,0.424,0.832,2000,502,0.694
정수근,23,127,567,502,82,139,110,23,3,3,177,50,47,7,47,5,52,0,40,5,7,6,2000,10500,2.78,1977-01-20,좌타좌투,좌익수,중견수,0.277,0.341,0.353,0.694,2001,467,0.798
정수근,24,122,546,467,95,143,111,21,9,2,188,53,52,11,71,1,72,1,51,8,2,5,2001,13500,4.854,1977-01-20,좌타좌투,좌익수,중견수,0.306,0.395,0.403,0.798,2002,426,0.596
정수근,25,122,482,426,58,100,86,9,2,3,122,22,40,14,44,3,47,2,51,8,8,1,2002,21000,0.677,1977-01-20,좌타좌투,좌익수,중견수,0.235,0.31,0.286,0.596,2003,262,0.769
정수근,26,89,294,262,32,84,70,11,3,0,101,17,15,7,24,4,28,1,27,1,2,2,2003,18000,2.153,1977-01-20,좌타좌투,좌익수,중견수,0.321,0.384,0.385,0.769,2004,292,0.679
정수근,27,92,340,292,37,75,60,11,1,3,97,29,24,5,38,3,41,1,38,4,6,1,2004,25000,1.615,1977-01-20,좌타좌투,좌익수,중견수,0.257,0.347,0.332,0.679,2005,370,0.728
정수근,28,109,431,370,63,106,83,21,2,0,131,29,21,15,49,4,53,1,53,3,6,2,2005,25000,2.505,1977-01-20,좌타좌투,좌익수,중견수,0.286,0.374,0.354,0.728,2006,295,0.703
정수근,29,83,333,295,44,84,67,14,1,2,106,21,19,4,26,1,27,0,36,7,10,1,2006,30000,1.657,1977-01-20,좌타좌투,좌익수,중견수,0.285,0.344,0.359,0.703,2007,341,0.778
정수근,30,105,395,341,45,100,70,25,1,4,139,36,10,5,42,1,43,0,38,6,9,2,2007,30000,2.367,1977-01-20,좌타좌투,좌익수,중견수,0.293,0.37,0.408,0.778,2008,309,0.735
정수근,31,80,362,309,51,90,74,16,0,0,106,25,24,13,51,0,51,0,40,5,2,0,2008,40000,1.967,1977-01-20,좌타좌투,좌익수,중견수,0.291,0.392,0.343,0.735,2009,59,0.58
조경환,26,103,339,295,34,68,41,16,2,9,115,40,1,2,32,6,38,3,98,2,5,1,1998,2400,0.921,1972-08-27,우타우투,좌익수,우익수,0.231,0.317,0.39,0.707,1999,342,0.873
조경환,27,118,383,342,49,97,54,22,2,19,180,65,1,3,29,5,34,0,108,4,5,2,1999,2900,2.052,1972-08-27,우타우투,좌익수,우익수,0.284,0.347,0.526,0.873,2000,386,0.857
조경환,28,113,438,386,52,102,60,15,2,25,196,64,1,4,42,9,51,2,113,6,0,1,2000,5000,2.574,1972-08-27,우타우투,좌익수,우익수,0.264,0.349,0.508,0.857,2001,433,0.936
조경환,29,120,497,433,65,131,72,33,0,26,242,102,2,0,47,8,55,2,109,6,3,6,2001,7200,4.081,1972-08-27,우타우투,좌익수,우익수,0.303,0.377,0.559,0.936,2002,280,0.708
조경환,30,93,310,280,37,60,29,15,3,13,120,33,0,1,20,6,26,1,99,2,2,2,2002,7200,0.529,1972-08-27,우타우투,좌익수,우익수,0.214,0.279,0.429,0.708,2003,376,0.903
조경환,31,121,441,376,63,107,63,20,1,23,198,68,2,6,45,11,56,0,103,10,8,1,2003,11000,2.69,1972-08-27,우타우투,좌익수,우익수,0.285,0.376,0.527,0.903,2004,226,0.668
조경환,32,92,268,226,27,54,44,5,0,5,74,31,4,1,28,7,35,0,68,9,7,0,2004,13000,0.386,1972-08-27,우타우투,좌익수,우익수,0.239,0.341,0.327,0.668,2005,34,0.611
조경환,33,19,35,34,4,7,5,0,0,2,13,4,0,0,0,1,1,0,12,0,0,0,2005,11000,-0.05,1972-08-27,우타우투,좌익수,우익수,0.206,0.229,0.382,0.611,2006,121,0.717
조경환,34,54,143,121,11,28,17,7,0,4,47,19,1,0,15,3,18,1,32,4,3,1,2006,11000,0.572,1972-08-27,우타우투,좌익수,우익수,0.231,0.329,0.388,0.717,2007,129,0.732
최만호,23,87,255,223,33,53,39,11,0,3,73,16,10,5,16,5,21,2,65,1,9,2,1997,2000,0.038,1974-03-04,우타우투,중견수,중견수,0.238,0.301,0.327,0.628,1998,88,0.601
최만호,24,38,96,88,10,17,8,6,0,3,32,6,0,1,3,2,5,0,18,3,3,0,1998,2200,-0.058,1974-03-04,우타우투,중견수,중견수,0.193,0.237,0.364,0.601,1999,63,0.707
최만호,25,48,70,63,11,15,10,2,0,3,26,7,3,0,4,1,5,0,22,1,2,0,1999,2200,0.068,1974-03-04,우타우투,중견수,중견수,0.238,0.294,0.413,0.707,2000,20,0.568
최만호,26,19,23,20,4,5,5,0,0,0,5,2,0,0,2,0,2,0,7,0,1,0,2000,2200,-0.033,1974-03-04,우타우투,중견수,중견수,0.25,0.318,0.25,0.568,2001,55,0.599
최만호,27,51,67,55,8,10,6,3,0,1,16,5,1,2,7,3,10,0,16,2,2,0,2001,2200,-0.114,1974-03-04,우타우투,중견수,중견수,0.182,0.308,0.291,0.599,2002,129,0.702
최만호,28,93,158,129,23,32,24,4,2,2,46,12,5,4,13,6,19,0,31,1,10,0,2002,2600,0.502,1974-03-04,우타우투,중견수,중견수,0.248,0.345,0.357,0.702,2003,81,0.51
최만호,29,93,88,81,11,16,11,4,0,1,23,4,0,2,2,1,3,0,17,1,4,0,2003,4400,-0.518,1974-03-04,우타우투,중견수,중견수,0.198,0.226,0.284,0.51,2004,170,0.688
최만호,32,46,59,50,5,12,8,1,0,3,22,4,2,0,4,2,6,0,18,1,3,0,2006,5500,0.401,1974-03-04,우타우투,중견수,중견수,0.24,0.321,0.44,0.761,2007,54,0.528
최만호,33,41,59,54,5,11,8,2,0,1,16,5,2,1,1,1,2,0,15,0,3,0,2007,5500,-0.154,1974-03-04,우타우투,중견수,중견수,0.204,0.232,0.296,0.528,2008,36,0.293
최만호,34,28,43,36,5,3,1,2,0,0,5,1,0,0,1,2,3,0,14,0,4,0,2008,5200,-0.479,1974-03-04,우타우투,중견수,중견수,0.083,0.154,0.139,0.293,2009,4,0.2
허규옥,26,66,242,206,41,60,44,11,2,3,84,22,27,3,32,1,33,1,27,3,3,0,1990,2400,0.437,1956-08-08,좌타좌투,중견수,좌익수,0.291,0.389,0.408,0.797,1991,112,0.545
허규옥,27,63,121,112,7,25,19,5,0,1,33,8,3,1,4,0,4,0,11,1,5,0,1991,2400,1.297,1956-08-08,좌타좌투,중견수,좌익수,0.223,0.25,0.295,0.545,1992,139,0.529
필,30,92,389,362,64,112,66,27,0,19,196,66,10,1,22,3,25,1,65,10,0,2,2014,25000,2.412,1984-09-09,우타우투,1루수,1루수,0.309,0.352,0.541,0.893,2015,536,0.889
필,31,143,591,536,81,174,116,35,1,22,277,101,14,10,43,3,46,6,74,12,0,9,2015,90000,3.057,1984-09-09,우타우투,1루수,1루수,0.325,0.372,0.517,0.889,2016,499,0.868
버나디나,33,139,621,557,118,178,117,26,8,27,301,111,32,7,41,11,52,2,112,9,3,9,2017,75000,5.336,1984-06-12,좌타좌투,중견수,중견수,0.32,0.372,0.54,0.912,2018,513,0.882
브룸바,29,70,297,264,45,80,47,18,1,14,142,51,3,5,29,2,31,0,43,6,0,2,2003,2400,2.504,1974-04-21,우타우투,지명타자,좌익수,0.303,0.374,0.538,0.912,2004,475,1.076
브룸바,33,126,547,438,75,135,93,13,0,29,235,87,3,2,100,4,104,12,70,17,0,5,2007,2400,5.558,1974-04-21,우타우투,지명타자,좌익수,0.308,0.437,0.537,0.974,2008,358,0.838
브룸바,34,102,420,358,39,105,75,17,0,13,161,61,1,1,56,2,58,6,79,12,0,4,2008,2400,2.271,1974-04-21,우타우투,지명타자,좌익수,0.293,0.388,0.45,0.838,2009,436,0.855
클락,32,125,546,472,96,116,66,25,3,22,213,79,25,5,63,5,68,4,78,8,1,5,2008,2400,4.441,1976-03-05,좌타우투,좌익수,좌익수,0.246,0.338,0.451,0.789,2009,486,0.88
클락,33,125,559,486,85,141,89,24,4,24,245,90,23,8,65,3,68,2,85,14,0,2,2009,2400,3.876,1976-03-05,좌타우투,좌익수,좌익수,0.29,0.376,0.504,0.88,2010,347,0.77
스나이더,32,37,113,100,17,21,10,7,0,4,40,17,0,2,9,3,12,0,31,0,0,1,2014,15000,-0.111,1982-05-25,좌타좌투,우익수,우익수,0.21,0.292,0.4,0.692,2015,431,0.876
초이스,28,46,201,176,37,54,28,8,1,17,115,42,0,0,17,7,24,0,49,5,0,1,2017,2400,2.329,1989-11-10,우타우투,우익수,우익수,0.307,0.388,0.653,1.041,2018,349,0.793
테임즈,28,125,514,443,95,152,79,30,6,37,305,121,11,2,58,7,65,5,99,6,0,6,2014,25000,6.141,1986-11-10,좌타우투,1루수,1루수,0.343,0.422,0.688,1.11,2015,472,1.287
테임즈,29,142,595,472,130,180,86,42,5,47,373,140,40,8,103,13,116,11,91,7,0,7,2015,125000,10.873,1986-11-10,좌타우투,1루수,1루수,0.381,0.497,0.79,1.287,2016,436,1.106
스크럭스,30,115,518,437,91,131,72,24,0,35,260,111,4,0,65,12,77,2,134,9,0,4,2017,80000,4.344,1987-09-23,우타우투,1루수,1루수,0.3,0.402,0.595,0.997,2018,501,0.826
로하스,27,83,367,336,52,101,53,27,3,18,188,56,5,8,23,5,28,0,81,6,0,3,2017,2400,2.403,1990-05-24,양타우투,중견수,중견수,0.301,0.351,0.56,0.911,2018,564,0.978
로하스,28,144,645,564,114,172,98,30,1,43,333,114,18,13,71,7,78,4,142,10,1,2,2018,80000,5.992,1990-05-24,양타우투,중견수,중견수,0.305,0.388,0.59,0.978,2019,520,0.905
마르테,32,115,487,425,85,148,95,32,1,20,242,89,0,0,51,2,53,7,60,19,0,8,2015,75000,4.392,1983-10-21,우타우투,3루수,3루수,0.348,0.414,0.569,0.983,2016,325,0.877
러프,31,134,591,515,90,162,93,38,0,31,293,124,2,2,60,12,72,4,107,14,0,4,2017,110000,3.534,1986-07-28,우타우투,1루수,1루수,0.315,0.396,0.569,0.965,2018,506,1.024
러프,32,137,597,506,97,167,98,32,4,33,306,125,5,3,65,18,83,0,107,17,0,8,2018,140000,5.484,1986-07-28,우타우투,1루수,1루수,0.33,0.419,0.605,1.024,2019,472,0.911
로사리오,27,127,532,492,78,158,92,31,2,33,292,120,1,3,33,4,37,3,90,16,1,2,2016,100000,2.893,1989-02-23,우타우투,1루수,1루수,0.321,0.367,0.593,0.96,2017,445,1.075
호세,41,122,504,415,59,115,72,21,0,22,202,78,3,2,84,2,86,5,83,13,0,3,2006,2400,4.469,1965-05-02,양타우투,지명타자,우익수,0.277,0.399,0.487,0.886,2007,86,0.697
아두치,30,132,594,526,105,165,98,34,5,28,293,106,24,10,55,8,63,8,118,9,1,4,2015,78000,5.014,1985-05-15,좌타좌투,중견수,중견수,0.314,0.384,0.557,0.941,2016,247,0.81
번즈,27,116,468,423,71,128,75,38,0,15,211,57,10,7,29,11,40,0,100,18,2,3,2017,60000,3.412,1990-08-07,우타우투,2루수,2루수,0.303,0.361,0.499,0.86,2018,462,0.842
김민수,26,13,22,21,2,3,2,1,0,0,4,3,0,0,1,0,1,0,8,0,0,0,2017,3000,-0.168,1991-03-02,우타우투,포수,포수,0.143,0.182,0.19,0.372,2018,6,0.334
김민수,27,8,6,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2018,3300,-0.038,1991-03-02,우타우투,포수,포수,0.167,0.167,0.167,0.334,2019,39,0.451
김상수,19,97,267,242,43,59,40,19,0,0,78,17,18,6,21,2,23,0,51,7,1,1,2009,2200,0.554,1990-03-23,우타우투,2루수,유격수,0.244,0.308,0.322,0.63,2010,282,0.635
김상수,20,101,338,282,37,69,59,7,3,0,82,22,30,6,31,12,43,0,45,10,12,1,2010,3500,1.383,1990-03-23,우타우투,2루수,유격수,0.245,0.344,0.291,0.635,2011,406,0.714
김상수,21,128,476,406,53,113,91,16,4,2,143,47,29,7,47,7,54,1,61,7,15,1,2011,7000,3.318,1990-03-23,우타우투,2루수,유격수,0.278,0.362,0.352,0.714,2012,419,0.696
김상수,22,129,489,419,64,115,91,18,4,2,147,36,25,11,41,7,48,1,56,8,16,6,2012,12500,3.117,1990-03-23,우타우투,2루수,유격수,0.274,0.345,0.351,0.696,2013,372,0.771
김상수,23,115,422,372,57,111,84,17,3,7,155,44,14,5,30,5,35,1,44,7,9,6,2013,17000,3.062,1990-03-23,우타우투,2루수,유격수,0.298,0.354,0.417,0.771,2014,427,0.761
김상수,24,128,493,427,74,123,90,20,8,5,174,63,53,6,41,7,48,1,77,7,10,8,2014,24000,3.347,1990-03-23,우타우투,2루수,유격수,0.288,0.354,0.407,0.761,2015,449,0.761
김상수,25,132,518,449,67,125,83,30,4,8,187,63,26,5,43,6,49,0,56,9,13,7,2015,31000,2.732,1990-03-23,우타우투,2루수,유격수,0.278,0.345,0.416,0.761,2016,358,0.658
김상수,26,105,401,358,56,97,81,13,0,3,119,38,6,4,23,8,31,0,39,9,8,4,2016,31000,-0.198,1990-03-23,우타우투,2루수,유격수,0.271,0.326,0.332,0.658,2017,144,0.666
김상수,27,42,154,144,17,38,28,7,0,3,54,13,1,1,5,1,6,0,26,4,3,1,2017,31000,0.022,1990-03-23,우타우투,2루수,유격수,0.264,0.291,0.375,0.666,2018,453,0.676
김상수,28,122,499,453,63,119,95,13,1,10,164,50,12,9,27,8,35,0,91,11,8,3,2018,24000,1.039,1990-03-23,우타우투,2루수,유격수,0.263,0.314,0.362,0.676,2019,468,0.713
김성현,19,5,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,2400,0.059,1987-03-09,우타우투,유격수,유격수,1,1,1,2,2007,0,
김성현,20,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,2000,-0.042,1987-03-09,우타우투,유격수,유격수,,,,,2008,5,0.4
김성현,24,10,10,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,2011,2400,-0.201,1987-03-09,우타우투,유격수,유격수,0,0,0,0,2012,163,0.673
김성현,25,88,191,163,28,39,26,8,3,2,59,14,6,2,12,5,17,0,26,2,11,0,2012,2400,0.94,1987-03-09,우타우투,유격수,유격수,0.239,0.311,0.362,0.673,2013,162,0.581
김성현,26,97,181,162,27,35,26,7,1,1,47,16,2,6,16,1,17,0,28,6,2,0,2013,5000,-0.018,1987-03-09,우타우투,유격수,유격수,0.216,0.291,0.29,0.581,2014,398,0.753
김성현,27,122,476,398,73,113,87,20,1,5,150,43,6,3,55,7,62,0,51,7,10,6,2014,7000,2.681,1987-03-09,우타우투,유격수,유격수,0.284,0.376,0.377,0.753,2015,397,0.765
김성현,28,129,449,397,49,118,90,20,0,8,162,48,1,4,31,7,38,0,42,14,12,2,2015,18000,1.41,1987-03-09,우타우투,유격수,유격수,0.297,0.357,0.408,0.765,2016,479,0.794
김성현,29,138,530,479,66,153,117,28,0,8,205,65,3,3,33,6,39,0,37,13,5,7,2016,18000,2.639,1987-03-09,우타우투,유격수,유격수,0.319,0.366,0.428,0.794,2017,380,0.674
김성현,30,130,429,380,45,103,85,14,0,4,129,29,2,1,34,4,38,1,28,8,7,3,2017,28000,0.863,1987-03-09,우타우투,유격수,유격수,0.271,0.335,0.339,0.674,2018,415,0.693
김성현,31,135,462,415,51,115,91,19,1,4,148,55,6,2,29,9,38,0,42,19,6,3,2018,25000,0.698,1987-03-09,우타우투,유격수,유격수,0.277,0.336,0.357,0.693,2019,426,0.602
김성훈,24,47,166,151,27,48,42,4,2,0,56,18,4,2,12,1,13,0,16,2,1,1,2017,2700,1.042,1993-10-27,좌타우투,2루수,2루수,0.318,0.37,0.371,0.741,2018,185,0.645
김성훈,25,110,212,185,24,45,33,9,3,0,60,24,12,6,16,6,22,0,23,2,3,2,2018,4700,0.277,1993-10-27,좌타우투,2루수,2루수,0.243,0.321,0.324,0.645,2019,77,0.51
김재현,23,8,8,7,0,1,1,0,0,0,1,1,0,0,0,1,1,0,4,1,0,0,2014,2400,0.011,1991-08-30,우타우투,2루수,3루수,0.143,0.25,0.143,0.393,2015,41,0.432
김재현,24,73,48,41,7,7,7,0,0,0,7,5,0,0,5,0,5,0,11,1,2,0,2015,4500,-0.184,1991-08-30,우타우투,2루수,3루수,0.171,0.261,0.171,0.432,2016,188,0.53
김재현,27,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,4500,0.011,1991-08-30,우타우투,2루수,3루수,0,0,0,0,2019,2,0
김지수,23,15,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2009,2400,-0.09,1986-08-23,우타우투,3루수,3루수,0,0,0,0,2010,5,0.167
김지수,27,37,60,48,9,13,11,2,0,0,15,3,1,0,7,0,7,0,9,1,4,1,2013,2400,0.158,1986-08-23,우타우투,3루수,3루수,0.271,0.357,0.312,0.669,2014,23,0.47
김지수,28,28,29,23,2,4,4,0,0,0,4,3,1,0,4,0,4,0,2,1,2,0,2014,3500,-0.107,1986-08-23,우타우투,3루수,3루수,0.174,0.296,0.174,0.47,2015,132,0.58
김지수,29,104,151,132,23,31,24,7,0,0,38,13,2,1,9,2,11,0,27,2,7,1,2015,5500,-0.566,1986-08-23,우타우투,3루수,3루수,0.235,0.292,0.288,0.58,2016,91,0.793
김지수,30,81,106,91,16,26,18,5,0,3,40,9,2,2,10,0,10,0,16,3,4,1,2016,5500,0.624,1986-08-23,우타우투,3루수,3루수,0.286,0.353,0.44,0.793,2017,35,0.462
김지수,31,64,40,35,7,6,5,0,0,1,9,5,0,1,2,0,2,0,8,0,1,2,2017,6200,-0.487,1986-08-23,우타우투,3루수,3루수,0.171,0.205,0.257,0.462,2018,34,0.403
김지수,32,47,39,34,4,5,5,0,0,0,5,0,0,1,5,0,5,0,15,2,0,0,2018,6200,-0.308,1986-08-23,우타우투,3루수,3루수,0.147,0.256,0.147,0.403,2019,30,0.645
김태균,19,88,289,245,51,82,47,13,2,20,159,54,2,0,40,4,44,2,72,4,0,0,2001,2400,4.328,1982-05-29,우타우투,지명타자,1루수,0.335,0.436,0.649,1.085,2002,298,0.709
김태균,20,105,344,298,25,76,58,11,0,7,108,34,2,1,41,2,43,2,103,13,1,2,2002,4000,0.654,1982-05-29,우타우투,지명타자,1루수,0.255,0.347,0.362,0.709,2003,479,0.996
